timestamp,action,original_path,new_path
2026-03-11T09:17:40.910000,rename,C:\Users\j.morales\Documents\file_0095.jpg,C:\Users\j.morales\Documents\file_0095.jpg.locked
2026-03-11T09:17:41.280000,rename,C:\Users\j.morales\Desktop\file_0096.pptx,C:\Users\j.morales\Desktop\file_0096.pptx.locked
2026-03-11T09:17:41.710000,rename,\\FS01-CORP\Shared\HR\file_0097.xlsx,\\FS01-CORP\Shared\HR\file_0097.xlsx.locked
2026-03-11T09:17:42.650000,rename,C:\Users\j.morales\Documents\file_0098.jpg,C:\Users\j.morales\Documents\file_0098.jpg.locked
2026-03-11T09:17:43.040000,rename,\\FS01-CORP\Shared\HR\file_0099.jpg,\\FS01-CORP\Shared\HR\file_0099.jpg.locked
2026-03-11T09:17:43.920000,rename,C:\Users\j.morales\Pictures\file_0100.xlsx,C:\Users\j.morales\Pictures\file_0100.xlsx.locked
2026-03-11T09:17:44.960000,rename,C:\Users\j.morales\Pictures\file_0101.xlsx,C:\Users\j.morales\Pictures\file_0101.xlsx.locked
2026-03-11T09:17:45.550000,rename,C:\Users\j.morales\Desktop\file_0102.csv,C:\Users\j.morales\Desktop\file_0102.csv.locked
2026-03-11T09:17:46.560000,rename,\\FS01-CORP\Shared\Finance\file_0103.pdf,\\FS01-CORP\Shared\Finance\file_0103.pdf.locked
2026-03-11T09:17:47.880000,rename,C:\Users\j.morales\Documents\file_0104.docx,C:\Users\j.morales\Documents\file_0104.docx.locked
2026-03-11T09:17:48.680000,rename,\\FS01-CORP\Shared\HR\file_0105.docx,\\FS01-CORP\Shared\HR\file_0105.docx.locked
2026-03-11T09:17:49.060000,rename,C:\Users\j.morales\Desktop\file_0106.jpg,C:\Users\j.morales\Desktop\file_0106.jpg.locked
2026-03-11T09:17:49.650000,rename,C:\Users\j.morales\Pictures\file_0107.docx,C:\Users\j.morales\Pictures\file_0107.docx.locked
2026-03-11T09:17:50.920000,rename,C:\Users\j.morales\Pictures\file_0108.pdf,C:\Users\j.morales\Pictures\file_0108.pdf.locked
2026-03-11T09:17:51.390000,rename,\\FS01-CORP\Shared\HR\file_0109.csv,\\FS01-CORP\Shared\HR\file_0109.csv.locked
2026-03-11T09:17:52.020000,rename,\\FS01-CORP\Shared\HR\file_0110.docx,\\FS01-CORP\Shared\HR\file_0110.docx.locked
2026-03-11T09:17:53.050000,rename,\\FS01-CORP\Shared\HR\file_0111.pdf,\\FS01-CORP\Shared\HR\file_0111.pdf.locked
2026-03-11T09:17:54.370000,rename,C:\Users\j.morales\Documents\file_0112.xlsx,C:\Users\j.morales\Documents\file_0112.xlsx.locked
2026-03-11T09:17:54.960000,rename,C:\Users\j.morales\Documents\file_0113.csv,C:\Users\j.morales\Documents\file_0113.csv.locked
2026-03-11T09:17:55.870000,rename,C:\Users\j.morales\Pictures\file_0114.pdf,C:\Users\j.morales\Pictures\file_0114.pdf.locked
2026-03-11T09:17:56.840000,rename,C:\Users\j.morales\Pictures\file_0115.xlsx,C:\Users\j.morales\Pictures\file_0115.xlsx.locked
2026-03-11T09:17:57.900000,rename,C:\Users\j.morales\Pictures\file_0116.jpg,C:\Users\j.morales\Pictures\file_0116.jpg.locked
2026-03-11T09:17:58.740000,rename,C:\Users\j.morales\Documents\file_0117.docx,C:\Users\j.morales\Documents\file_0117.docx.locked
2026-03-11T09:17:59.740000,rename,C:\Users\j.morales\Pictures\file_0118.docx,C:\Users\j.morales\Pictures\file_0118.docx.locked
2026-03-11T09:18:00.040000,rename,C:\Users\j.morales\Desktop\file_0119.csv,C:\Users\j.morales\Desktop\file_0119.csv.locked
2026-03-11T09:18:01.420000,rename,C:\Users\j.morales\Desktop\file_0120.csv,C:\Users\j.morales\Desktop\file_0120.csv.locked
2026-03-11T09:18:02.210000,rename,\\FS01-CORP\Shared\Finance\file_0121.jpg,\\FS01-CORP\Shared\Finance\file_0121.jpg.locked
2026-03-11T09:18:02.520000,rename,C:\Users\j.morales\Documents\file_0122.csv,C:\Users\j.morales\Documents\file_0122.csv.locked
2026-03-11T09:18:03.810000,rename,\\FS01-CORP\Shared\HR\file_0123.docx,\\FS01-CORP\Shared\HR\file_0123.docx.locked
2026-03-11T09:18:05.030000,rename,\\FS01-CORP\Shared\HR\file_0124.jpg,\\FS01-CORP\Shared\HR\file_0124.jpg.locked
2026-03-11T09:18:05.490000,rename,C:\Users\j.morales\Desktop\file_0125.docx,C:\Users\j.morales\Desktop\file_0125.docx.locked
2026-03-11T09:18:06.130000,rename,C:\Users\j.morales\Documents\file_0126.pdf,C:\Users\j.morales\Documents\file_0126.pdf.locked
2026-03-11T09:18:06.660000,rename,C:\Users\j.morales\Desktop\file_0127.csv,C:\Users\j.morales\Desktop\file_0127.csv.locked
2026-03-11T09:18:07.070000,rename,\\FS01-CORP\Shared\HR\file_0128.pptx,\\FS01-CORP\Shared\HR\file_0128.pptx.locked
2026-03-11T09:18:08.440000,rename,C:\Users\j.morales\Desktop\file_0129.xlsx,C:\Users\j.morales\Desktop\file_0129.xlsx.locked
2026-03-11T09:18:09.690000,rename,C:\Users\j.morales\Desktop\file_0130.pptx,C:\Users\j.morales\Desktop\file_0130.pptx.locked
2026-03-11T09:18:10.020000,rename,C:\Users\j.morales\Pictures\file_0131.pptx,C:\Users\j.morales\Pictures\file_0131.pptx.locked
2026-03-11T09:18:11.200000,rename,C:\Users\j.morales\Desktop\file_0132.pdf,C:\Users\j.morales\Desktop\file_0132.pdf.locked
2026-03-11T09:18:11.680000,rename,C:\Users\j.morales\Documents\file_0133.pptx,C:\Users\j.morales\Documents\file_0133.pptx.locked
2026-03-11T09:18:12.940000,rename,\\FS01-CORP\Shared\Finance\file_0134.xlsx,\\FS01-CORP\Shared\Finance\file_0134.xlsx.locked
2026-03-11T09:18:13.460000,rename,\\FS01-CORP\Shared\Finance\file_0135.pdf,\\FS01-CORP\Shared\Finance\file_0135.pdf.locked
2026-03-11T09:18:14.100000,rename,C:\Users\j.morales\Desktop\file_0136.xlsx,C:\Users\j.morales\Desktop\file_0136.xlsx.locked
2026-03-11T09:18:14.430000,rename,C:\Users\j.morales\Desktop\file_0137.pptx,C:\Users\j.morales\Desktop\file_0137.pptx.locked
2026-03-11T09:18:15.090000,rename,C:\Users\j.morales\Documents\file_0138.pdf,C:\Users\j.morales\Documents\file_0138.pdf.locked
2026-03-11T09:18:15.780000,rename,\\FS01-CORP\Shared\HR\file_0139.pptx,\\FS01-CORP\Shared\HR\file_0139.pptx.locked
2026-03-11T09:18:16.830000,rename,\\FS01-CORP\Shared\HR\file_0140.pdf,\\FS01-CORP\Shared\HR\file_0140.pdf.locked
2026-03-11T09:18:18.160000,rename,C:\Users\j.morales\Documents\file_0141.pdf,C:\Users\j.morales\Documents\file_0141.pdf.locked
2026-03-11T09:18:18.660000,rename,C:\Users\j.morales\Pictures\file_0142.docx,C:\Users\j.morales\Pictures\file_0142.docx.locked
2026-03-11T09:18:19.080000,rename,\\FS01-CORP\Shared\Finance\file_0143.pdf,\\FS01-CORP\Shared\Finance\file_0143.pdf.locked
2026-03-11T09:18:20.180000,rename,C:\Users\j.morales\Pictures\file_0144.pptx,C:\Users\j.morales\Pictures\file_0144.pptx.locked
2026-03-11T09:18:21.150000,rename,\\FS01-CORP\Shared\HR\file_0145.docx,\\FS01-CORP\Shared\HR\file_0145.docx.locked
2026-03-11T09:18:21.870000,rename,\\FS01-CORP\Shared\HR\file_0146.xlsx,\\FS01-CORP\Shared\HR\file_0146.xlsx.locked
2026-03-11T09:18:22.450000,rename,\\FS01-CORP\Shared\Finance\file_0147.docx,\\FS01-CORP\Shared\Finance\file_0147.docx.locked
2026-03-11T09:18:23.320000,rename,\\FS01-CORP\Shared\HR\file_0148.csv,\\FS01-CORP\Shared\HR\file_0148.csv.locked
2026-03-11T09:18:24.410000,rename,C:\Users\j.morales\Desktop\file_0149.pdf,C:\Users\j.morales\Desktop\file_0149.pdf.locked
2026-03-11T09:18:25.180000,rename,C:\Users\j.morales\Pictures\file_0150.jpg,C:\Users\j.morales\Pictures\file_0150.jpg.locked
2026-03-11T09:18:25.830000,rename,C:\Users\j.morales\Documents\file_0151.csv,C:\Users\j.morales\Documents\file_0151.csv.locked
2026-03-11T09:18:27.120000,rename,\\FS01-CORP\Shared\HR\file_0152.pdf,\\FS01-CORP\Shared\HR\file_0152.pdf.locked
2026-03-11T09:18:28.150000,rename,C:\Users\j.morales\Pictures\file_0153.pptx,C:\Users\j.morales\Pictures\file_0153.pptx.locked
2026-03-11T09:18:29.220000,rename,\\FS01-CORP\Shared\HR\file_0154.xlsx,\\FS01-CORP\Shared\HR\file_0154.xlsx.locked
2026-03-11T09:18:29.730000,rename,\\FS01-CORP\Shared\Finance\file_0155.csv,\\FS01-CORP\Shared\Finance\file_0155.csv.locked
2026-03-11T09:18:30.850000,rename,C:\Users\j.morales\Desktop\file_0156.jpg,C:\Users\j.morales\Desktop\file_0156.jpg.locked
2026-03-11T09:18:31.780000,rename,\\FS01-CORP\Shared\Finance\file_0157.jpg,\\FS01-CORP\Shared\Finance\file_0157.jpg.locked
2026-03-11T09:18:33,rename,C:\Users\j.morales\Pictures\file_0158.pdf,C:\Users\j.morales\Pictures\file_0158.pdf.locked
2026-03-11T09:18:33.530000,rename,\\FS01-CORP\Shared\HR\file_0159.jpg,\\FS01-CORP\Shared\HR\file_0159.jpg.locked
2026-03-11T09:18:34.550000,rename,\\FS01-CORP\Shared\Finance\file_0160.pptx,\\FS01-CORP\Shared\Finance\file_0160.pptx.locked
2026-03-11T09:18:35.340000,rename,C:\Users\j.morales\Desktop\file_0161.jpg,C:\Users\j.morales\Desktop\file_0161.jpg.locked
2026-03-11T09:18:36.160000,rename,C:\Users\j.morales\Desktop\file_0162.csv,C:\Users\j.morales\Desktop\file_0162.csv.locked
2026-03-11T09:18:36.550000,rename,\\FS01-CORP\Shared\HR\file_0163.csv,\\FS01-CORP\Shared\HR\file_0163.csv.locked
2026-03-11T09:18:37.550000,rename,C:\Users\j.morales\Pictures\file_0164.docx,C:\Users\j.morales\Pictures\file_0164.docx.locked
2026-03-11T09:18:38.750000,rename,C:\Users\j.morales\Desktop\file_0165.csv,C:\Users\j.morales\Desktop\file_0165.csv.locked
2026-03-11T09:18:39.390000,rename,C:\Users\j.morales\Desktop\file_0166.xlsx,C:\Users\j.morales\Desktop\file_0166.xlsx.locked
2026-03-11T09:18:39.720000,rename,C:\Users\j.morales\Desktop\file_0167.pptx,C:\Users\j.morales\Desktop\file_0167.pptx.locked
2026-03-11T09:18:40.690000,rename,C:\Users\j.morales\Documents\file_0168.pptx,C:\Users\j.morales\Documents\file_0168.pptx.locked
2026-03-11T09:18:41.450000,rename,\\FS01-CORP\Shared\HR\file_0169.xlsx,\\FS01-CORP\Shared\HR\file_0169.xlsx.locked
2026-03-11T09:18:42.540000,rename,\\FS01-CORP\Shared\Finance\file_0170.pptx,\\FS01-CORP\Shared\Finance\file_0170.pptx.locked
2026-03-11T09:18:43.280000,rename,C:\Users\j.morales\Desktop\file_0171.csv,C:\Users\j.morales\Desktop\file_0171.csv.locked
2026-03-11T09:18:44.340000,rename,C:\Users\j.morales\Documents\file_0172.pptx,C:\Users\j.morales\Documents\file_0172.pptx.locked
2026-03-11T09:18:44.880000,rename,\\FS01-CORP\Shared\HR\file_0173.pptx,\\FS01-CORP\Shared\HR\file_0173.pptx.locked
2026-03-11T09:18:45.240000,rename,C:\Users\j.morales\Desktop\file_0174.docx,C:\Users\j.morales\Desktop\file_0174.docx.locked
2026-03-11T09:18:46.040000,rename,\\FS01-CORP\Shared\Finance\file_0175.csv,\\FS01-CORP\Shared\Finance\file_0175.csv.locked
2026-03-11T09:18:46.920000,rename,\\FS01-CORP\Shared\HR\file_0176.jpg,\\FS01-CORP\Shared\HR\file_0176.jpg.locked
2026-03-11T09:18:47.570000,rename,\\FS01-CORP\Shared\Finance\file_0177.jpg,\\FS01-CORP\Shared\Finance\file_0177.jpg.locked
2026-03-11T09:18:48.770000,rename,\\FS01-CORP\Shared\HR\file_0178.pptx,\\FS01-CORP\Shared\HR\file_0178.pptx.locked
2026-03-11T09:18:49.980000,rename,\\FS01-CORP\Shared\HR\file_0179.pptx,\\FS01-CORP\Shared\HR\file_0179.pptx.locked
2026-03-11T09:18:51.270000,rename,\\FS01-CORP\Shared\Finance\file_0180.pptx,\\FS01-CORP\Shared\Finance\file_0180.pptx.locked
2026-03-11T09:18:56.860000,create,,C:\Users\j.morales\Documents\README_DECRYPT.txt
2026-03-11T09:18:58.860000,create,,C:\Users\j.morales\Desktop\README_DECRYPT.txt
2026-03-11T09:19:00.860000,create,,C:\Users\j.morales\Pictures\README_DECRYPT.txt
2026-03-11T09:19:02.860000,create,,\\FS01-CORP\Shared\Finance\README_DECRYPT.txt
2026-03-11T09:19:04.860000,create,,\\FS01-CORP\Shared\HR\README_DECRYPT.txt
